credit_card_number,transaction_amount,premium_amount,fraud_label,commission_amount
1845118117023945,4676.726053906012,40920837.434728965,0,2046041.8717364483
6462089983951843,4176.478861686634,2016541.5656774722,1,100827.07828387362
5495962004160350,6544.637324794447,44496769.684379496,0,2224838.484218975
9993108869524750,5499.775507128365,49598217.73445978,1,2479910.886722989
3095426799443405,716.5037482306676,14710432.434217123,1,735521.6217108562
4358829871195387,5173.776222826284,10523824.628726825,0,526191.2314363413
6633867349188285,8083.395810605111,38270514.55926345,1,1913525.7279631728
3490564967882452,4646.4747882098845,12658786.78260346,0,632939.3391
1099848314445548,614.3701177872573,43279463.53477845,0,2163973.176738923
7510558558372718,7884.154173901928,5151101.182,0,257555.05909761303
3291608090661655,2093.5014431461464,6306500.267004119,1,315325.01335020596
6681837856454872,2660.346265391584,48957786.23947977,1,2447889.3119739885
4187465341278395,1730.5928989797294,33695206.52451753,0,1684760.3262258766
4977463024050668,3369.1291422278255,42345892.34920335,1,2117294.6174601675
6519721442612380,7591.839906317487,16223225.573802385,1,811161.2786901193
9101262512811820,5241.920009,33827422.638535015,1,1691371.1319267508
7122355688521560,2128.3246140920546,29716148.947156776,0,1485807.447357839
2301024721865224,8790.517773705204,30161474.50494612,1,1508073.725247306
6019645938955392,8807.860364020138,34129797.65,0,1706489.8826145353
9734431437261447,8718.726407955468,28772205.064723637,1,1438610.253236182
3785986431597630,2464.082492677239,21458827.84144027,1,1072941.3920720136
1585533745485298,4567.269507391782,13803375.492083536,0,690168.7746041769
6799170977464711,9851.397595794664,38431380.73235097,1,1921569.0366175484
1060072806379938,7742.923515468905,11321358.775859278,0,566067.9387929639
6058993040929146,368.9574701330422,34620791.76465917,1,1731039.5882329585
6795546948308457,745.5254534788713,11674307.80423984,0,583715.3902
2241239754963961,4692.920630442094,31270255.19602315,1,1563512.7598011578
3700576286231579,9101.280038029445,37356442.57378016,1,1867822.1286890078
6726835733962952,5433.147799731871,10943507.306437895,1,547175.3653218948
5634748384129803,5028.3438295394735,3006565.610056801,0,150328.28050284003
7117275084835872,1144.1896295706429,6557377.412278762,0,327868.87061393814
2508733409423862,6602.123036770511,30303788.393878564,0,1515189.4196939282
9032579558649405,8238.821289942232,42473825.84722452,1,2123691.292361226
9786024184013604,3866.158074324867,2259391.093558864,0,112969.55467794322
3102689678707371,7778.557324160742,36710221.44,0,1835511.071974595
7464472421247701,9648.318873618035,17072519.111043107,0,853625.9555521554
1105392318031394,2117.2879453641217,23931633.21227693,0,1196581.6606138467
1866141929438946,5280.963348827939,46443688.89677983,0,2322184.4448389914
9367717157576622,2942.665785037298,16605255.521744914,0,830262.7760872458
7533082694969986,7949.258748,23272193.32763491,0,1163609.6663817454
1790551960175620,5818.174322223459,693983.9138864485,0,34699.19569432243
5464950230221302,6382.365933748008,4089120.0130418697,0,204456.0006520935
9473928625140109,7999.350180197352,12936993.640827853,0,646849.6820413927
3642564701870874,4020.1076793583034,1402333.5186455094,1,70116.67593227547
6015459702112462,9159.391677229727,31572452.549152065,1,1578622.6274576033
6440444140050265,5376.985785736785,21325653.85651311,0,1066282.6928256555
1525744538671995,1663.7527460699453,27411778.684373822,1,1370588.9342186912
9661730131697330,6989.401269871144,8740612.822957514,1,437030.6411478757
4305402088342367,7953.287369338718,14803642.15153644,0,740182.1076
4319315976805616,3235.940602968514,33194585.497887727,0,1659729.2748943865
8215216764048380,8586.074644287655,48265483.15428369,0,2413274.1577141844
5978999659681667,9070.818222181088,2530334.512374438,1,126516.7256187219
7270365087775204,2841.3544250403083,44520312.19955475,0,2226015.6099777375
5958344770689254,9836.862579880699,28848291.25354731,1,1442414.5626773657
5181359139686030,1493.0441276827082,28200339.14211363,0,1410016.9571056815
4321256132465180,2099.9551171846506,25018923.97503594,1,1250946.198751797
6211839489038860,1923.8259084564586,3479010.3543501277,1,173950.5177175064
6898465843298118,8950.498129077918,4502943.818290671,0,225147.19091453357
4701757987089650,6577.496268017122,30049591.162897713,0,1502479.5581448858
2632044109420315,1605.8324039005015,17054518.98606356,1,852725.9493
1187198831176361,4459.201841846655,45864230.64821826,1,2293211.532410913
1275068155242045,6191.450448,20335460.96260002,0,1016773.0481300009
2899647308246004,926.2944413948945,7172640.120545028,0,358632.0060272514
7766967748784923,8835.922047232654,35738794.48676678,1,1786939.724338339
9290434575742571,8055.675000871198,14674737.537836082,0,733736.8768918042
1860004565411155,5101.547058408719,26278260.66,1,1313913.0332360552
9654384369936317,9674.553491065788,34894660.94740345,0,1744733.0473701728
6160327289783935,4235.833694823487,45014202.92,0,2250710.145949575
6741620179838966,9842.692158461328,39611637.82813579,0,1980581.8914067894
2756312441869784,6712.407988155908,33821289.78295748,1,1691064.489147874
3441907550939325,6383.2456052140205,33984862.78793323,0,1699243.1393966617
4479818031756672,1742.9534634282716,47296772.95516401,1,2364838.6477582003
8306772944454938,8831.084807215975,14798246.633851837,0,739912.3316925919
7456044517726840,4332.14791,65593.58886740851,1,3279.679443370426
3650318458450892,1706.1107172465456,13605008.424315952,1,680250.4212157977
7991692670838018,224.8144477600145,10902390.067540932,0,545119.5033770467
3143386956391109,5641.581268019988,33095110.90984877,1,1654755.5454924386
1094315480749466,5321.256259014495,31689242.87,1,1584462.144
8725754894635325,7221.600861,29677134.521409143,1,1483856.7260704571
8897399859313888,8913.554724876241,822009.7260405906,1,41100.48630202953
5361978532869353,886.1251879659923,36441614.941987865,0,1822080.7470993933
4925991999079063,7341.815254369587,16183285.320149722,0,809164.2660074861
1712269509238586,1955.378246566064,33256148.89044149,0,1662807.4445220744
9283124542795423,8595.952826255923,27833355.640822645,1,1391667.7820411325
5352277441660375,8208.728787230395,17143118.962141078,1,857155.9481
8051066724175539,5453.858174356889,6737467.5925343465,0,336873.37962671736
7426027267770173,7131.403706370784,4730000.694047443,0,236500.03470237216
2888893347600825,3212.066120519109,41577601.472280055,1,2078880.073614003
1829251870999819,4764.562199434865,45920693.12865709,0,2296034.6564328545
6855989035237158,8234.205287333669,32492904.457747336,0,1624645.222887367
4286997365382530,4646.725452014818,5180671.401875564,1,259033.5700937782
2790486602384996,3642.202826721874,20107340.572243154,0,1005367.0286121578
4182471972383671,4992.703227777969,36449670.61325681,1,1822483.5306628407
5904166603080378,8299.667599128461,38993245.99166331,0,1949662.2995831654
4492534160683009,3418.559669,5919748.928331519,1,295987.4464165759
5383209164486875,1820.2397720438637,11535.635080666969,1,576.7817540333484
4859513588712278,7148.9388012747295,35609730.923571445,1,1780486.5461785723
7016408850175711,8277.184306,17836242.83755042,1,891812.1418775211
2157651029612928,1096.311037,12731521.76759683,1,636576.0883798415
6609238802118269,2474.7537162838526,654744.5147783768,0,32737.22573891884
7707577260561460,1505.5226986338396,27019567.34400737,0,1350978.3672003685
4596139385449177,3544.6199746634497,42559025.26394483,0,2127951.2631972414
6513636576126661,4558.474691163585,47882005.99716667,1,2394100.2998583335
7568068398119158,7513.380735936734,28291590.08115833,0,1414579.5040579166
5806253435080118,6546.3610903285735,25727921.77371731,1,1286396.0886858655
8178481077169335,6247.192818036468,4261968.710607163,1,213098.43553035814
7140197955580304,3588.5119714355787,27448151.349114563,0,1372407.5674557283
4486546231202085,8430.330775539123,19005154.157480076,1,950257.7078740038
2980321245798212,4765.742957,30360692.69137001,0,1518034.6345685006
9667948306767457,9793.138886,19442430.13034857,1,972121.5065174286
5222972472155093,6378.007169127794,12022553.181283833,1,601127.6590641917
3400830095470078,1350.0209414885771,4757314.108666541,0,237865.70543332706
9227575925069967,6794.157864546796,15752773.044998897,1,787638.6522499449
7300614591343816,3318.529753,4841275.266044737,0,242063.76330223685
9625099671949498,6894.639247192365,8853078.571690956,1,442653.92858454783
9916239130872271,789.4473668078168,49366934.57,0,2468346.728369575
5571068660279042,1831.3262280419979,22210736.809761863,1,1110536.8404880932
2339837922806523,8571.798863167285,26598269.607585777,0,1329913.480379289
6871092390541219,2349.0776145327973,43682190.25,0,2184109.513
9753842188313945,8386.707139905107,49778489.335529484,1,2488924.4667764744
7904670211241470,2864.8332756986633,29139895.32274063,0,1456994.7661370316
8776374794366099,6464.530909581205,40625566.31399814,1,2031278.315699907
3827252829980358,6972.090677747327,16353781.806590397,1,817689.0903295199
1922713338552808,5175.282056136024,15294140.432790082,0,764707.0216395041
1364627251120039,3122.575699,20141159.012518063,0,1007057.9506259032
1306211917093414,2205.179326073852,33628638.06105572,0,1681431.9030527861
4810159280532327,428.5746101680196,34112762.545862384,0,1705638.1272931192
6790580889749258,3109.0693722831656,15768819.338126047,0,788440.9669063024
5538628243398584,6566.311626259701,6669164.107590068,1,333458.20537950343
4546853610469297,9389.217702639979,31623488.860710774,0,1581174.4430355388
7958356151162270,8724.924374404214,6425009.850816338,1,321250.49254081695
8124688012504361,7684.041287699496,28928840.48638421,0,1446442.0243192106
3381964074172678,7905.628698207657,34674172.18153489,0,1733708.6090767444
6830689438685327,6683.350544412353,35033568.70475864,0,1751678.435237932
7044401888354927,2676.8398899034296,37676070.81187324,1,1883803.5405936623
1461762742861811,9081.230803987715,43644242.48406757,0,2182212.1242033783
7524756522546032,6740.249887867757,25002950.008319773,1,1250147.5004159887
3823554433973120,5648.362246706355,36515156.984583266,1,1825757.8492291635
7075007753369853,1198.7957452134626,30962445.040938176,1,1548122.252046909
5484407816376772,4525.849883683612,9340130.590486152,0,467006.52952430764
1505933758493855,4657.546885,1294225.3470217143,1,64711.26735108572
6330407412145142,8659.179734274432,14234223.869989919,0,711711.1935
3999503278054632,5511.817379859106,22157254.979817595,1,1107862.7489908799
2632099170428562,3865.9654348070553,30859126.161988527,0,1542956.3080994263
7820476126939343,9770.323252255528,42499466.93185524,1,2124973.346592762
3538234860540307,1196.1338739305252,9820323.378,0,491016.16890706104
7782437997533237,4283.229440288252,6286233.997,0,314311.69985124347
2667374541760160,516.0442841969124,48174362.57424163,0,2408718.128712082
8933628589175411,7425.0507955926105,5411147.523226592,1,270557.3761613296
3870047194596976,9188.957867,23929768.594658386,1,1196488.4297329194
1140496048231843,2872.3695625498453,29282330.80237716,0,1464116.5401188582
3152455798444135,8597.582600311296,27073307.30116284,1,1353665.365058142
9707391556673789,2992.960481572788,4310747.530076831,1,215537.37650384154
8526029842050159,9116.624600274761,2860775.431040932,1,143038.77155204662
8329335663695320,7564.222845608161,5283116.5387771735,1,264155.82693885866
8670618204014744,8068.577090730242,29283528.32,1,1464176.415839595
4297831728122769,278.2649004444995,27221800.93283971,1,1361090.0466419857
4016507167363949,9631.822535032858,11694702.193916844,1,584735.1096958423
8267022326017729,7294.042821,31892329.35086112,0,1594616.4675430562
1012324187139234,3117.0358443227196,41005174.42776191,0,2050258.7213880958
2951426957067196,8311.007182102585,2088532.2027312224,1,104426.61013656112
3734108216750051,2887.0598643078065,24911515.87796664,0,1245575.793898332
5891314992748099,8740.263011704666,34468627.50101349,0,1723431.3750506744
8981494466236813,1214.5458650781763,12623073.234213658,0,631153.6617106829
4770312039027503,7066.491176861878,15395467.555604523,1,769773.3777802262
8335475003057655,5452.914918784612,30685758.770439297,1,1534287.938521965
5036855842600327,1055.691254934864,44897785.31925241,1,2244889.2659626207
2887340575294658,2494.748899762506,40498121.770941935,1,2024906.0885470968
8126554658017919,222.7999591454164,29160679.65278818,1,1458033.9826394091
9070555117021871,4740.802858098607,36513783.67068489,0,1825689.1835342445
8619390132560826,3082.5260815240035,18247475.285687856,1,912373.7642843928
1738264661537237,6023.739094547812,32051866.75,0,1602593.3374828452
2211070184047637,3042.654296,23314417.740466572,1,1165720.8870233286
7222057230681757,3069.1992039191487,9504907.462,0,475245.3730756736
7535660233603301,7457.612667442873,35089896.31112409,1,1754494.8155562044
1577709551591986,576.6140761856991,27827667.22106761,1,1391383.3610533806
9208635582093063,9038.660452400674,17937492.881860033,1,896874.6440930017
6151325510989850,8537.412356472696,45567846.11203075,1,2278392.3056015377
7967473544805652,6711.266363941424,1056496.550158396,1,52824.82751
4609823998738016,5972.893544063105,15795499.830962306,1,789774.9915481154
5496021883100014,8933.794731582557,2853501.0749045513,0,142675.05374522757
7091018956576224,1934.768777334273,38328700.53791914,1,1916435.026895957
8724911987354619,881.7947056892033,35108351.631148495,0,1755417.5815574247
6241631771665199,2471.1506821044272,16574297.414628489,1,828714.8707314245
1196342591708675,7966.324959131884,33786388.48133158,0,1689319.424066579
8197552445224127,443.2356405921849,19802901.93753553,0,990145.0968767767
9352096670293503,5869.787667326547,37815127.03320749,0,1890756.3516603746
7509181827472555,9954.831410293968,22714641.300207935,0,1135732.0650103968
1533106244077725,8571.391329,20619863.59430496,0,1030993.179715248
6816263092814893,5262.312321531535,46737148.47526017,0,2336857.4237630083
6785032684513797,730.0450019377593,12551446.203536104,1,627572.3101768052
1765684211154811,8330.597792418528,6031162.526428306,0,301558.1263214153
6900979920471076,6029.887230954384,29231310.231840316,1,1461565.5115920159
2769214413901148,1237.8366708897117,48466397.396086104,1,2423319.8698043055
9296848397828397,1029.1871197512264,18898182.29422206,0,944909.1147
7386739086213726,9105.305512422265,3111217.813802788,0,155560.8906901394
5446850140013243,6725.082603086977,16971870.312805276,1,848593.5156402639
9677208651064435,8309.939313,25301523.399434727,0,1265076.1699717364
1282292333455612,8801.891112794447,8104531.101544363,0,405226.5550772182
7126290631363487,5760.546285,32908529.88064404,0,1645426.494032202
2152108950373536,5222.718882374908,49887491.956619926,0,2494374.5978309964
1506872649698626,4361.231362177803,22592456.404312376,0,1129622.820215619
2091262596278289,3237.771219132081,17742880.55094333,0,887144.0275471666
3963288611258345,4402.500012501247,20041201.300054986,0,1002060.0650027493
3206577433926197,7761.408591728548,5766157.457976105,1,288307.87289880525
5224572481443138,6059.041967049802,44164847.33529693,0,2208242.3667648467
5371001404476077,8935.980570552976,20747134.519512385,1,1037356.7259756193
1157329844318833,4489.462142353958,19369847.827127818,1,968492.3913563909
5817096467812270,6110.186829315665,32987916.74379441,1,1649395.8371897207
6677145146803862,6349.944775610688,22107250.712346863,1,1105362.5356173432
9034961484471934,5957.801906832623,32415191.105704226,0,1620759.5552852114
5856106041485801,7056.074353546612,3081700.0436380673,1,154085.00218190337
8746614853808089,2450.591336910582,40688029.95267415,1,2034401.4976337077
1847795829501031,5172.401397703327,47025792.60444134,1,2351289.630222067
5397634781027720,1131.825547802642,32441781.654107705,1,1622089.0827053853
7191533409382645,3906.6621436836444,47728750.78365195,1,2386437.5391825973
3142602644528166,4927.903979350518,7580101.395354465,0,379005.06976772327
3486941956708009,6557.020169500178,23876035.31212288,0,1193801.7656061442
6148971806147097,9510.257420603415,30094318.62993291,1,1504715.9314966456
2010873193121585,6046.445558828723,29091015.004585125,0,1454550.7502292562
7882498739710359,7461.579770147942,20079074.33666127,0,1003953.7168330636
3852185052502843,5112.033989002507,16910839.624219406,1,845541.9812109703
3064852794461062,6377.629911,6349932.887295436,1,317496.64436477184
1949121749725219,802.2289397243569,19593205.103608288,1,979660.2551804144
9183305102684179,2618.4766503342853,8141414.147123202,0,407070.7073561601
2136070694088455,3682.345622730873,36720940.167845994,1,1836047.0083922998
6658084245741549,4777.684214564484,10449458.465374554,0,522472.9232687277
8056180513811085,551.9225805,2937679.611173847,0,146883.98055869236
7583651801847666,1486.238565777845,27622783.229483545,0,1381139.1614741774
2928363125105806,2840.4616471339273,29765534.338642888,1,1488276.7169321445
2746417793138017,9718.173639920402,43596933.93341247,0,2179846.6966706235
5278480799782687,3380.3353703202024,28853310.804759916,1,1442665.5402379958
3861851264804798,4872.206475309617,17280587.87763505,1,864029.3938817526
6492427062366258,2041.367356,40152563.95750076,1,2007628.1978750383
5906674384064185,6146.722703650105,27018541.87043918,1,1350927.0935219591
4028325527841981,2878.7638336081454,3973221.428713275,1,198661.07143566376
8534389852657813,2149.2265265404253,28296869.51,0,1414843.4755029602
1238842531772985,5214.0690216151925,45401847.085628904,0,2270092.3542814455
5184007890729264,154.50741168816614,19821668.148656044,0,991083.4074328023
5405412546810537,175.87392322733075,14823326.836971005,0,741166.3418485504
7178453491732238,2268.781210108392,7182038.156330822,0,359101.90781654115
7038747799763946,463.54148875812933,7580761.6415485125,1,379038.0820774257
2981025003465316,1169.4549658938447,21644246.502247527,1,1082212.3251123764
5991648906819847,3454.7204284536406,29788034.40983486,0,1489401.7204917432
9528036689598011,8045.598227840147,4039964.1044283914,0,201998.20522141957
1013108090945131,5763.281569356078,46979033.76536804,0,2348951.688268402
7122099887264870,5175.4104869685225,37759129.536085345,1,1887956.4768042674
8130074529583877,3005.539349760404,29335329.68,1,1466766.483750015
8603587597394911,9324.361822384883,41423649.16024015,1,2071182.4580120076
2930138594737501,4030.4489082481973,4018535.9730375432,0,200926.79865187718
2988117595896674,962.2183912781378,23847175.497878887,0,1192358.7748939444
5111306498710439,6208.958509566232,31508355.411814556,0,1575417.770590728
1315779450641039,1227.000095418354,41434358.77685328,0,2071717.938842664
5909375121756529,3517.7091137367515,39175643.30686289,1,1958782.1653431447
4450798838101097,5123.378193306308,13860691.793172847,0,693034.5896586424
4736814997431954,8754.802994,47044599.67626462,0,2352229.9838132313
5875854745772151,4986.111145367175,6226048.613129209,0,311302.43065646046
6984909939914514,7052.361783713476,43757929.594871394,1,2187896.4797435696
1121340316718137,9928.886706090796,48547303.07773488,1,2427365.1538867443
7112967900292441,1401.742286990018,8865904.625899052,0,443295.2312949526
9271506508381657,2819.8421026432434,36106082.549547225,1,1805304.1274773614
5539282563012413,4006.3031484166995,2023873.0837121431,1,101193.65418560716
1786247142737022,4276.098967534431,20277087.028706357,1,1013854.3514353179
4199066397837195,4169.108645128903,25819002.126891725,1,1290950.1063445862
5824605733013120,9085.348925309894,29036454.843222607,1,1451822.7421611305
9167421115069049,7168.923180221878,46797503.03994549,0,2339875.1519972747
4450269387849454,6118.261619497967,33615811.85783679,0,1680790.5928918396
5480652646986847,3162.7899068415427,24069084.781449657,0,1203454.2390724828
8351872017405045,8255.524803790817,40485655.062931806,1,2024282.7531465904
5435632555314776,9555.099063701391,47527135.719510905,1,2376356.785975545
1758559663119596,8229.862997247243,1113086.7726277192,1,55654.33863138597
3743782468858752,115.49454139558175,49126238.40007938,1,2456311.9200039688
6080909875655868,6400.373565,4315745.632,0,215787.2816
2917439431963327,606.2402762767972,40721195.09564538,0,2036059.7547822692
3856249612321348,2650.3114813038464,14023934.28004511,0,701196.7140022556
8242576421968732,689.2945334429397,6617661.091116048,0,330883.05455580243
4070893231644610,6077.574984198939,21998383.42929461,0,1099919.1714647305
4180112181186713,6897.240143576807,32201389.41,0,1610069.47
1288686908181938,1233.4276168524607,19053782.732723515,1,952689.1366361758
1620004815084629,3900.004942145297,2737724.760052121,1,136886.23800260606
5304280253459740,4616.741438659866,29977062.371539243,0,1498853.1185769623
7456113629242587,3753.6249154330744,45121139.77277263,1,2256056.9886386315
2922238787529774,1298.1475048034113,19166936.14370311,0,958346.8071851556
4716281919916125,4247.583122856006,10824475.553765044,0,541223.7776882522
9856488764322749,7536.662673303339,22134441.523181442,1,1106722.076159072
1822379616039364,802.9758788792291,2427651.9253285555,0,121382.59626642778
1972840231021455,893.7821394108441,41026174.34816894,0,2051308.717408447
4281877983812057,3612.2357891762435,41318777.139399834,0,2065938.8569699917
8469737572424020,9423.084545027357,29404143.166847125,1,1470207.1583423563
7036483532613219,6718.869202556849,17661613.41803009,1,883080.6709015046
7461969271151869,6818.832571058391,39991170.38864471,1,1999558.5194322355
5757439280288100,3683.007909294863,27738804.369170476,1,1386940.218458524
2240343811823353,5977.241832964531,41298356.10441531,0,2064917.8052207658
3350798591440629,200.29872187465946,31576625.041225202,1,1578831.2520612602
7050908353690723,6397.350859454468,39222429.60590774,1,1961121.480295387
8049111900122291,9141.540781004744,29932164.03095582,1,1496608.2015477913
2861327222669193,6164.477337,20712912.000101153,0,1035645.6000050576
7855428943490706,8749.616075316815,47897713.53770762,1,2394885.676885381
4810604511143519,7267.333249114328,27060280.10569345,1,1353014.0052846726
1821337502557175,1293.5283223965334,30258425.031841513,0,1512921.2515920757
1040976925605868,9034.287742129833,11032177.094343316,0,551608.8547171658
7212256226896911,757.7940591221713,31286282.96346955,0,1564314.1481734775
5726903326040399,5386.277978222862,28584666.39765236,0,1429233.3198826183
7076961872574721,1507.157525555231,9250071.513371777,1,462503.57566858886
3658554121076699,215.89544623595026,2988758.9966836544,0,149437.9498341827
7020374356252831,4278.139175263626,30221922.392541405,1,1511096.1196270704
6328073579496275,3020.903005776147,38186976.54482252,1,1909348.8272411262
6144166843213707,4911.404889,26174834.53239119,1,1308741.7266195596
9755074252156578,5814.278878672053,11346363.539729089,1,567318.1769864544
5091811599836704,533.0168158585789,33329433.614884816,1,1666471.680744241
5520782980649916,1317.7326217250818,4014485.273214016,0,200724.26366070082
4811675330669994,5630.559724859211,22097266.90304971,1,1104863.3451524857
2080152603596043,3497.3567964093163,8176704.2523370255,1,408835.2126168513
7649033804709440,7318.817526739535,9231107.962,1,461555.3981241785
5668116852782247,6557.6873210602025,10122674.52,0,506133.72592093004
2424181978285098,8471.483193600077,19341485.781628456,1,967074.2890814228
9829264231289116,6955.6789840253305,2566998.778963677,1,128349.93894818386
1467894658879499,4356.317666162467,19895694.11204562,0,994784.7056
4543031811935533,6762.369561704881,25590255.281263895,1,1279512.7640631949
3866981031738620,2826.2736251286433,24169881.305466596,1,1208494.0652733298
4775665455620849,3132.5036379043054,19145377.179147996,0,957268.8589573998
8186555473521366,7910.953083215853,41958938.93745691,1,2097946.9468728458
8154868575629401,4519.553212375664,7274881.354,1,363744.06770505005
3360683184872028,8003.965371,25289780.221630886,1,1264489.0110815444
3743941568805833,8241.981499315956,3111450.433658149,1,155572.52168290745
6953139667839997,8589.867143,3567072.3871067083,1,178353.61935533542
1283267097747570,9174.688834827952,28697553.825358044,0,1434877.6912679023
3148894527737734,4366.7536830816325,28305261.06014217,0,1415263.0530071086
1014034634097465,3256.7815013792742,43902895.31,0,2195144.7653547204
9266078374106737,5863.767591281728,27898105.046247058,1,1394905.2523123529
1675018262981706,3774.606992032513,47989953.11003846,1,2399497.655501923
1564719648251255,6050.634251322306,2444255.471512489,1,122212.77357562445
4832499897533144,7085.300040173864,4909404.162189246,0,245470.2081094623
5764273938226172,6915.209683072155,2212852.419903366,1,110642.6209951683
6465640295457443,3808.0735814992013,9271989.748173665,1,463599.4874086833
4568505461446500,1751.915996817653,27068092.845974486,1,1353404.6422987245
3332925597748119,4362.240450775855,32282153.349557128,0,1614107.6674778564
4580832672369378,1511.6820264108965,2288802.0458539533,0,114440.10229269767
5994740870005858,8911.960648319702,47299084.78338151,1,2364954.2391690756
1369363440911907,3524.186861304788,42109847.17875255,1,2105492.3589376276
9043826279158768,1629.1514975109055,14837657.983033085,1,741882.8991516543
1844315754399839,351.9328230669337,3868604.6360211335,0,193430.23180105668
9697789240007318,6493.641624236194,8502654.790220672,0,425132.73951103364
2720450347859679,6405.332942801958,6355951.243611084,0,317797.56218055426
1264038434254603,3471.9812491547873,6172956.127154353,1,308647.80635771767
6222064676556470,809.9476995917449,25932898.81640004,0,1296644.940820002
8061118391068950,4155.326059462797,12299913.65024508,1,614995.6825
3736513666059106,3181.0532011275964,17913404.42929193,1,895670.2214645966
2780557624301341,6803.494333376592,49475371.61588228,0,2473768.580794114
4858257316261744,6097.214569581634,34218869.303777985,1,1710943.4651888993
7817236217930323,3709.477909155646,47449543.55,0,2372477.177
6268238623441624,2257.136287124402,7136402.186105449,1,356820.10930527246
5157619815174540,9881.556065,19113152.346880138,1,955657.6173440069
1284473293315090,4594.6160498415375,27741042.84608489,0,1387052.1423042445
1766016236893795,6913.914934224347,3847135.5138180135,1,192356.7756909007
2760919233427900,1491.4743790257717,219330.30696161368,1,10966.515348080684
3002111233417106,4907.338026628038,33525012.346507907,1,1676250.6173253953
9602902622572808,372.61352670770833,32094557.644903753,1,1604727.8822451876
9595736907278107,5104.005667313454,20545332.611880593,1,1027266.6305940297
7547375606778590,9643.772330465254,24487307.36084131,1,1224365.3680420655
8597073369562675,3903.646458559422,20777995.59959856,1,1038899.779979928
4610050978835961,486.06052449162473,1210012.1917959938,1,60500.60958979969
1023562548289679,406.4623301015009,16775226.594810946,0,838761.3297405473
4750932772416580,3941.068923474008,8862341.947310518,0,443117.09736552596
5464440703029643,1684.246870985621,4930225.213177423,1,246511.26065887115
1945685457238963,331.1857536490405,47836454.49,1,2391822.725
